Cell ID,PseudoTime,Time,Experiment
E0_1,0.0,1.0,0
E0_2,0.001002004008016032,2.0,0
E0_3,0.002004008016032064,3.0,0
E0_4,0.003006012024048096,4.0,0
E0_5,0.004008016032064128,5.0,0
E0_6,0.00501002004008016,6.0,0
E0_7,0.006012024048096192,7.0,0
E0_8,0.0070140280561122245,8.0,0
E0_9,0.008016032064128256,9.0,0
E0_10,0.009018036072144289,10.0,0
E0_11,0.01002004008016032,11.0,0
E0_12,0.011022044088176353,12.0,0
E0_13,0.012024048096192385,13.0,0
E0_14,0.013026052104208416,14.0,0
E0_15,0.014028056112224449,15.0,0
E0_16,0.01503006012024048,16.0,0
E0_17,0.01603206412825651,17.0,0
E0_18,0.017034068136272545,18.0,0
E0_19,0.018036072144288578,19.0,0
E0_20,0.01903807615230461,20.0,0
E0_21,0.02004008016032064,21.0,0
E0_22,0.021042084168336674,22.0,0
E0_23,0.022044088176352707,23.0,0
E0_24,0.023046092184368736,24.0,0
E0_25,0.02404809619238477,25.0,0
E0_26,0.025050100200400802,26.0,0
E0_27,0.026052104208416832,27.0,0
E0_28,0.027054108216432865,28.0,0
E0_29,0.028056112224448898,29.0,0
E0_30,0.02905811623246493,30.0,0
E0_31,0.03006012024048096,31.0,0
E0_32,0.031062124248496994,32.0,0
E0_33,0.03206412825651302,33.0,0
E0_34,0.033066132264529056,34.0,0
E0_35,0.03406813627254509,35.0,0
E0_36,0.03507014028056112,36.0,0
E0_37,0.036072144288577156,37.0,0
E0_38,0.03707414829659319,38.0,0
E0_39,0.03807615230460922,39.0,0
E0_40,0.03907815631262525,40.0,0
E0_41,0.04008016032064128,41.0,0
E0_42,0.041082164328657314,42.0,0
E0_43,0.04208416833667335,43.0,0
E0_44,0.04308617234468938,44.0,0
E0_45,0.04408817635270541,45.0,0
E0_46,0.045090180360721446,46.0,0
E0_47,0.04609218436873747,47.0,0
E0_48,0.047094188376753505,48.0,0
E0_49,0.04809619238476954,49.0,0
E0_50,0.04909819639278557,50.0,0
E0_51,0.050100200400801605,51.0,0
E0_52,0.05110220440881764,52.0,0
E0_53,0.052104208416833664,53.0,0
E0_54,0.0531062124248497,54.0,0
E0_55,0.05410821643286573,55.0,0
E0_56,0.05511022044088176,56.0,0
E0_57,0.056112224448897796,57.0,0
E0_58,0.05711422845691383,58.0,0
E0_59,0.05811623246492986,59.0,0
E0_60,0.05911823647294589,60.0,0
E0_61,0.06012024048096192,61.0,0
E0_62,0.061122244488977955,62.0,0
E0_63,0.06212424849699399,63.0,0
E0_64,0.06312625250501001,64.0,0
E0_65,0.06412825651302605,65.0,0
E0_66,0.06513026052104208,66.0,0
E0_67,0.06613226452905811,67.0,0
E0_68,0.06713426853707415,68.0,0
E0_69,0.06813627254509018,69.0,0
E0_70,0.06913827655310621,70.0,0
E0_71,0.07014028056112225,71.0,0
E0_72,0.07114228456913828,72.0,0
E0_73,0.07214428857715431,73.0,0
E0_74,0.07314629258517034,74.0,0
E0_75,0.07414829659318638,75.0,0
E0_76,0.07515030060120241,76.0,0
E0_77,0.07615230460921844,77.0,0
E0_78,0.07715430861723446,78.0,0
E0_79,0.0781563126252505,79.0,0
E0_80,0.07915831663326653,80.0,0
E0_81,0.08016032064128256,81.0,0
E0_82,0.0811623246492986,82.0,0
E0_83,0.08216432865731463,83.0,0
E0_84,0.08316633266533066,84.0,0
E0_85,0.0841683366733467,85.0,0
E0_86,0.08517034068136273,86.0,0
E0_87,0.08617234468937876,87.0,0
E0_88,0.0871743486973948,88.0,0
E0_89,0.08817635270541083,89.0,0
E0_90,0.08917835671342686,90.0,0
E0_91,0.09018036072144289,91.0,0
E0_92,0.09118236472945891,92.0,0
E0_93,0.09218436873747494,93.0,0
E0_94,0.09318637274549098,94.0,0
E0_95,0.09418837675350701,95.0,0
E0_96,0.09519038076152304,96.0,0
E0_97,0.09619238476953908,97.0,0
E0_98,0.09719438877755511,98.0,0
E0_99,0.09819639278557114,99.0,0
E0_100,0.09919839679358718,100.0,0
E0_101,0.10020040080160321,101.0,0
E0_102,0.10120240480961924,102.0,0
E0_103,0.10220440881763528,103.0,0
E0_104,0.10320641282565131,104.0,0
E0_105,0.10420841683366733,105.0,0
E0_106,0.10521042084168336,106.0,0
E0_107,0.1062124248496994,107.0,0
E0_108,0.10721442885771543,108.0,0
E0_109,0.10821643286573146,109.0,0
E0_110,0.1092184368737475,110.0,0
E0_111,0.11022044088176353,111.0,0
E0_112,0.11122244488977956,112.0,0
E0_113,0.11222444889779559,113.0,0
E0_114,0.11322645290581163,114.0,0
E0_115,0.11422845691382766,115.0,0
E0_116,0.11523046092184369,116.0,0
E0_117,0.11623246492985972,117.0,0
E0_118,0.11723446893787576,118.0,0
E0_119,0.11823647294589178,119.0,0
E0_120,0.11923847695390781,120.0,0
E0_121,0.12024048096192384,121.0,0
E0_122,0.12124248496993988,122.0,0
E0_123,0.12224448897795591,123.0,0
E0_124,0.12324649298597194,124.0,0
E0_125,0.12424849699398798,125.0,0
E0_126,0.125250501002004,126.0,0
E0_127,0.12625250501002003,127.0,0
E0_128,0.12725450901803606,128.0,0
E0_129,0.1282565130260521,129.0,0
E0_130,0.12925851703406813,130.0,0
E0_131,0.13026052104208416,131.0,0
E0_132,0.1312625250501002,132.0,0
E0_133,0.13226452905811623,133.0,0
E0_134,0.13326653306613226,134.0,0
E0_135,0.1342685370741483,135.0,0
E0_136,0.13527054108216433,136.0,0
E0_137,0.13627254509018036,137.0,0
E0_138,0.1372745490981964,138.0,0
E0_139,0.13827655310621242,139.0,0
E0_140,0.13927855711422846,140.0,0
E0_141,0.1402805611222445,141.0,0
E0_142,0.14128256513026052,142.0,0
E0_143,0.14228456913827656,143.0,0
E0_144,0.1432865731462926,144.0,0
E0_145,0.14428857715430862,145.0,0
E0_146,0.14529058116232466,146.0,0
E0_147,0.1462925851703407,147.0,0
E0_148,0.14729458917835672,148.0,0
E0_149,0.14829659318637275,149.0,0
E0_150,0.1492985971943888,150.0,0
E0_151,0.15030060120240482,151.0,0
E0_152,0.15130260521042085,152.0,0
E0_153,0.1523046092184369,153.0,0
E0_154,0.1533066132264529,154.0,0
E0_155,0.15430861723446893,155.0,0
E0_156,0.15531062124248496,156.0,0
E0_157,0.156312625250501,157.0,0
E0_158,0.15731462925851702,158.0,0
E0_159,0.15831663326653306,159.0,0
E0_160,0.1593186372745491,160.0,0
E0_161,0.16032064128256512,161.0,0
E0_162,0.16132264529058116,162.0,0
E0_163,0.1623246492985972,163.0,0
E0_164,0.16332665330661322,164.0,0
E0_165,0.16432865731462926,165.0,0
E0_166,0.1653306613226453,166.0,0
E0_167,0.16633266533066132,167.0,0
E0_168,0.16733466933867736,168.0,0
E0_169,0.1683366733466934,169.0,0
E0_170,0.16933867735470942,170.0,0
E0_171,0.17034068136272545,171.0,0
E0_172,0.1713426853707415,172.0,0
E0_173,0.17234468937875752,173.0,0
E0_174,0.17334669338677355,174.0,0
E0_175,0.1743486973947896,175.0,0
E0_176,0.17535070140280562,176.0,0
E0_177,0.17635270541082165,177.0,0
E0_178,0.17735470941883769,178.0,0
E0_179,0.17835671342685372,179.0,0
E0_180,0.17935871743486975,180.0,0
E0_181,0.18036072144288579,181.0,0
E0_182,0.1813627254509018,182.0,0
E0_183,0.18236472945891782,183.0,0
E0_184,0.18336673346693386,184.0,0
E0_185,0.1843687374749499,185.0,0
E0_186,0.18537074148296592,186.0,0
E0_187,0.18637274549098196,187.0,0
E0_188,0.187374749498998,188.0,0
E0_189,0.18837675350701402,189.0,0
E0_190,0.18937875751503006,190.0,0
E0_191,0.1903807615230461,191.0,0
E0_192,0.19138276553106212,192.0,0
E0_193,0.19238476953907815,193.0,0
E0_194,0.1933867735470942,194.0,0
E0_195,0.19438877755511022,195.0,0
E0_196,0.19539078156312625,196.0,0
E0_197,0.1963927855711423,197.0,0
E0_198,0.19739478957915832,198.0,0
E0_199,0.19839679358717435,199.0,0
E0_200,0.19939879759519039,200.0,0
E0_201,0.20040080160320642,201.0,0
E0_202,0.20140280561122245,202.0,0
E0_203,0.20240480961923848,203.0,0
E0_204,0.20340681362725452,204.0,0
E0_205,0.20440881763527055,205.0,0
E0_206,0.20541082164328658,206.0,0
E0_207,0.20641282565130262,207.0,0
E0_208,0.20741482965931865,208.0,0
E0_209,0.20841683366733466,209.0,0
E0_210,0.2094188376753507,210.0,0
E0_211,0.21042084168336672,211.0,0
E0_212,0.21142284569138275,212.0,0
E0_213,0.2124248496993988,213.0,0
E0_214,0.21342685370741482,214.0,0
E0_215,0.21442885771543085,215.0,0
E0_216,0.2154308617234469,216.0,0
E0_217,0.21643286573146292,217.0,0
E0_218,0.21743486973947895,218.0,0
E0_219,0.218436873747495,219.0,0
E0_220,0.21943887775551102,220.0,0
E0_221,0.22044088176352705,221.0,0
E0_222,0.22144288577154309,222.0,0
E0_223,0.22244488977955912,223.0,0
E0_224,0.22344689378757515,224.0,0
E0_225,0.22444889779559118,225.0,0
E0_226,0.22545090180360722,226.0,0
E0_227,0.22645290581162325,227.0,0
E0_228,0.22745490981963928,228.0,0
E0_229,0.22845691382765532,229.0,0
E0_230,0.22945891783567135,230.0,0
E0_231,0.23046092184368738,231.0,0
E0_232,0.23146292585170342,232.0,0
E0_233,0.23246492985971945,233.0,0
E0_234,0.23346693386773548,234.0,0
E0_235,0.23446893787575152,235.0,0
E0_236,0.23547094188376755,236.0,0
E0_237,0.23647294589178355,237.0,0
E0_238,0.2374749498997996,238.0,0
E0_239,0.23847695390781562,239.0,0
E0_240,0.23947895791583165,240.0,0
E0_241,0.24048096192384769,241.0,0
E0_242,0.24148296593186372,242.0,0
E0_243,0.24248496993987975,243.0,0
E0_244,0.24348697394789579,244.0,0
E0_245,0.24448897795591182,245.0,0
E0_246,0.24549098196392785,246.0,0
E0_247,0.24649298597194388,247.0,0
E0_248,0.24749498997995992,248.0,0
E0_249,0.24849699398797595,249.0,0
E0_250,0.24949899799599198,250.0,0
E0_251,0.250501002004008,251.0,0
E0_252,0.251503006012024,252.0,0
E0_253,0.25250501002004005,253.0,0
E0_254,0.2535070140280561,254.0,0
E0_255,0.2545090180360721,255.0,0
E0_256,0.25551102204408815,256.0,0
E0_257,0.2565130260521042,257.0,0
E0_258,0.2575150300601202,258.0,0
E0_259,0.25851703406813625,259.0,0
E0_260,0.2595190380761523,260.0,0
E0_261,0.2605210420841683,261.0,0
E0_262,0.26152304609218435,262.0,0
E0_263,0.2625250501002004,263.0,0
E0_264,0.2635270541082164,264.0,0
E0_265,0.26452905811623245,265.0,0
E0_266,0.2655310621242485,266.0,0
E0_267,0.2665330661322645,267.0,0
E0_268,0.26753507014028055,268.0,0
E0_269,0.2685370741482966,269.0,0
E0_270,0.2695390781563126,270.0,0
E0_271,0.27054108216432865,271.0,0
E0_272,0.2715430861723447,272.0,0
E0_273,0.2725450901803607,273.0,0
E0_274,0.27354709418837675,274.0,0
E0_275,0.2745490981963928,275.0,0
E0_276,0.2755511022044088,276.0,0
E0_277,0.27655310621242485,277.0,0
E0_278,0.2775551102204409,278.0,0
E0_279,0.2785571142284569,279.0,0
E0_280,0.27955911823647295,280.0,0
E0_281,0.280561122244489,281.0,0
E0_282,0.281563126252505,282.0,0
E0_283,0.28256513026052105,283.0,0
E0_284,0.2835671342685371,284.0,0
E0_285,0.2845691382765531,285.0,0
E0_286,0.28557114228456915,286.0,0
E0_287,0.2865731462925852,287.0,0
E0_288,0.2875751503006012,288.0,0
E0_289,0.28857715430861725,289.0,0
E0_290,0.2895791583166333,290.0,0
E0_291,0.2905811623246493,291.0,0
E0_292,0.29158316633266534,292.0,0
E0_293,0.2925851703406814,293.0,0
E0_294,0.2935871743486974,294.0,0
E0_295,0.29458917835671344,295.0,0
E0_296,0.2955911823647295,296.0,0
E0_297,0.2965931863727455,297.0,0
E0_298,0.29759519038076154,298.0,0
E0_299,0.2985971943887776,299.0,0
E0_300,0.2995991983967936,300.0,0
E0_301,0.30060120240480964,301.0,0
E0_302,0.3016032064128257,302.0,0
E0_303,0.3026052104208417,303.0,0
E0_304,0.30360721442885774,304.0,0
E0_305,0.3046092184368738,305.0,0
E0_306,0.30561122244488975,306.0,0
E0_307,0.3066132264529058,307.0,0
E0_308,0.3076152304609218,308.0,0
E0_309,0.30861723446893785,309.0,0
E0_310,0.3096192384769539,310.0,0
E0_311,0.3106212424849699,311.0,0
E0_312,0.31162324649298595,312.0,0
E0_313,0.312625250501002,313.0,0
E0_314,0.313627254509018,314.0,0
E0_315,0.31462925851703405,315.0,0
E0_316,0.3156312625250501,316.0,0
E0_317,0.3166332665330661,317.0,0
E0_318,0.31763527054108215,318.0,0
E0_319,0.3186372745490982,319.0,0
E0_320,0.3196392785571142,320.0,0
E0_321,0.32064128256513025,321.0,0
E0_322,0.3216432865731463,322.0,0
